person_id,author_raw,work_id,author_order,n_authors,position
person:anton egorchev,Anton A Egorchev,work_c7afd5ff001a1245,2,10,middle
person:foat musin,Foat Musin,work_c7afd5ff001a1245,3,10,middle
person:n lipachev,N. Lipachev,work_c7afd5ff001a1245,4,10,middle
person:a melnikova,A. Melnikova,work_c7afd5ff001a1245,5,10,middle
person:rustem gimadutdinov,Rustem M. Gimadutdinov,work_c7afd5ff001a1245,6,10,middle
person:aidar kashipov,Aidar R. Kashipov,work_c7afd5ff001a1245,7,10,middle
person:dmitry molotkov,Dmitry Molotkov,work_c7afd5ff001a1245,8,10,middle
person:dmitry chickrin,Dmitry E. Chickrin,work_c7afd5ff001a1245,9,10,middle
person:lindsey claus,Lindsey Claus,work_c7e9554f3a7935e3,3,12,middle
person:c tabone,C. Tabone,work_c7e9554f3a7935e3,6,12,middle
person:m fahlstrom,M. Fahlström,work_c824929fe19c5390,2,7,middle
person:a behanova,A. Behanova,work_c824929fe19c5390,3,7,middle
person:i sintorn,I. Sintorn,work_c824929fe19c5390,4,7,middle
person:m hodik,M. Hodik,work_c824929fe19c5390,5,7,middle
person:k staxang,K. Staxäng,work_c824929fe19c5390,6,7,middle
person:gang cao,Gang Cao,work_c8852e9e01d3de87,3,7,middle
person:huiqing zhan,Huiqing Zhan,work_c8852e9e01d3de87,4,7,middle
person:a koulakov,A. Koulakov,work_c8852e9e01d3de87,5,7,middle
person:l enquist,L. Enquist,work_c8852e9e01d3de87,6,7,middle
person:kenji mizuguchi,Kenji Mizuguchi,work_c8b8ecbe6b58f77c,2,3,middle
person:r young,R. Young,work_c92a0fc5d845cc35,8,22,middle
person:r gwinn,R. Gwinn,work_c92a0fc5d845cc35,14,22,middle
person:j nyhus,J. Nyhus,work_c92a0fc5d845cc35,15,22,middle
person:j carmona,J. Carmona,work_c9424ed42c88b962,2,3,middle
person:muyu liu,Muyu Liu,work_c9bf6cbc3f5f5e1f,3,8,middle
person:chenjie feng,Chenjie Feng,work_c9bf6cbc3f5f5e1f,4,8,middle
person:gang pan,Gang Pan,work_c9bf6cbc3f5f5e1f,6,8,middle
person:wenjia meng,Wenjia Meng,work_c9bf6cbc3f5f5e1f,7,8,middle
person:b fubara,B. Fubara,work_c9c465720a1c8c5a,3,5,middle
person:zachary osborn,Zachary Osborn,work_ca230af7d754805e,2,5,middle
person:s canals,S. Canals,work_ca230af7d754805e,3,5,middle
person:d moratal,D. Moratal,work_ca230af7d754805e,4,5,middle
person:evan lieberman,Evan E. Lieberman,work_ca8fb7dc725d860f,2,6,middle
person:panpan zheng,Panpan Zheng,work_ca9d3a99ca824241,2,3,middle
person:curtis loer,Curtis M. Loer,work_caba1149824d992a,3,11,middle
person:n memar,N. Memar,work_caba1149824d992a,4,11,middle
person:sarah stephen,Sarah Stephen,work_caba1149824d992a,6,11,middle
person:daniel bumbarger,Daniel J. Bumbarger,work_caba1149824d992a,7,11,middle
person:ralf schnabel,Ralf Schnabel,work_caba1149824d992a,9,11,middle
person:ralf sommer,Ralf J. Sommer,work_caba1149824d992a,10,11,middle
person:jennifer goldman,Jennifer S. Goldman,work_cacfb8feebfeb873,2,4,middle
person:lionel kusch,Lionel Kusch,work_cacfb8feebfeb873,3,4,middle
person:g maltese,G. Maltese,work_cbaba8fab497ba74,2,10,middle
person:g di caprio,G. Di Caprio,work_cbaba8fab497ba74,3,10,middle
person:t vadakkan,T. Vadakkan,work_cbaba8fab497ba74,4,10,middle
person:anwesha sanyal,Anwesha Sanyal,work_cbaba8fab497ba74,5,10,middle
person:elliott somerville,Elliott Somerville,work_cbaba8fab497ba74,6,10,middle
person:m sahasrabudhe,M. Sahasrabudhe,work_cbaba8fab497ba74,7,10,middle
person:justin connor,Justin O'Connor,work_cbaba8fab497ba74,8,10,middle
person:seungmee park,Seungmee Park,work_cbbe61f406dbaa9a,2,4,middle
person:xiaohui lyu,Xiaohui Lyu,work_cbbe61f406dbaa9a,3,4,middle
person:catherine whittle,Catherine R. Whittle,work_cbfb9642f5950bcf,25,111,middle
person:valeria silva,Valeria Silva,work_cbfb9642f5950bcf,33,111,middle
person:i ali,I. Ali,work_cbfb9642f5950bcf,35,111,middle
person:bhumpanya chaisrisawatsuk,Bhumpanya Chaisrisawatsuk,work_cbfb9642f5950bcf,42,111,middle
person:arthur crowe,Arthur S. Crowe,work_cbfb9642f5950bcf,44,111,middle
person:myrto mitletton,Myrto Mitletton,work_cbfb9642f5950bcf,64,111,middle
person:anika pai,Anika Pai,work_cbfb9642f5950bcf,71,111,middle
person:b patel,B. Patel,work_cbfb9642f5950bcf,72,111,middle
person:jennifer rivas salinas,Jennifer Rivas Salinas,work_cbfb9642f5950bcf,76,111,middle
person:holly whittome,Holly Whittome,work_cbfb9642f5950bcf,90,111,middle
person:d marchette,D. Marchette,work_cc93f37d9cda41ed,3,6,middle
person:annika nichols,Annika L. A. Nichols,work_cccecad214653fb7,2,3,middle
person:m texada,M. Texada,work_cd1ed09029d2ef12,2,13,middle
person:m peters,M. Peters,work_cd1ed09029d2ef12,6,13,middle
person:haluk lacin,Haluk Lacin,work_cd1ed09029d2ef12,8,13,middle
person:lauren malave,Lauren Malave,work_cdb7dbf4ec350268,2,8,middle
person:leora yetnikoff,Leora Yetnikoff,work_cdb7dbf4ec350268,4,8,middle
person:samira ztaou,Samira Ztaou,work_cdb7dbf4ec350268,5,8,middle
person:v velicu,V. Velicu,work_cdb7dbf4ec350268,6,8,middle
person:taosha gao,Taosha Gao,work_cdc13855d8ed503c,4,42,middle
person:luyao han,Luyao Han,work_cdc13855d8ed503c,12,42,middle
person:taorong xie,Taorong Xie,work_cdc13855d8ed503c,22,42,middle
person:ninglong xu,Ninglong Xu,work_cdc13855d8ed503c,33,42,middle
person:m poo,M. Poo,work_cdc13855d8ed503c,36,42,middle
person:haishan yao,Haishan Yao,work_cdc13855d8ed503c,39,42,middle
person:m martinez reza,M. Martinez-Reza,work_ce20d5febf49f18c,2,8,middle
person:a devor,A. Devor,work_ce3ce4f931b86f19,2,4,middle
person:p schlomer,P. Schlömer,work_ce404f1256e58715,2,6,middle
person:isabelle mafoppa fomat,Isabelle Mafoppa-Fomat,work_ce404f1256e58715,3,6,middle
person:j mehlhorn,J. Mehlhorn,work_ce404f1256e58715,4,6,middle
person:k buhler,K. Bühler,work_ce7ad39365f63884,2,5,middle
person:f schulze,F. Schulze,work_ce7ad39365f63884,3,5,middle
person:sumeet agarwal,Sumeet Agarwal,work_ce9aa9b4ba4b8580,3,9,middle
person:patrick cahill,Patrick Cahill,work_ce9aa9b4ba4b8580,4,9,middle
person:brandon lam,Brandon Lam,work_ce9aa9b4ba4b8580,5,9,middle
person:s oldham,S. Oldham,work_ce9aa9b4ba4b8580,6,9,middle
person:a sood,A. Sood,work_ceb66b1db1935fdb,2,28,middle
person:kyle wille,Kyle Wille,work_ceb66b1db1935fdb,19,28,middle
person:sujata reddy,Sujata Reddy,work_ceb66b1db1935fdb,26,28,middle
person:anthony pelegrino,Anthony J. Pelegrino,work_ceb66b1db1935fdb,27,28,middle
person:j jang,J. Jang,work_cf6c526fb507888e,2,5,middle
person:h jung,H. Jung,work_cf6c526fb507888e,3,5,middle
person:c sperber,C. Sperber,work_cf8597f57b9fa631,2,3,middle
person:adam bloniarz,Adam E. Bloniarz,work_cfa0e3eb48787eff,5,14,middle
person:maksim yakovlev,Maksim A. Yakovlev,work_cfa0e3eb48787eff,6,14,middle
person:j duerr,J. Duerr,work_cfa0e3eb48787eff,10,14,middle
person:f vernaillen,F. Vernaillen,work_cffa3ab0187dba21,2,10,middle
person:a kremer,A. Kremer,work_cffa3ab0187dba21,3,10,middle
person:amanda goncalves,Amanda Gonçalves,work_cffa3ab0187dba21,4,10,middle
person:j aelterman,J. Aelterman,work_cffa3ab0187dba21,5,10,middle
person:h luong,H. Luong,work_cffa3ab0187dba21,6,10,middle
person:b goossens,B. Goossens,work_cffa3ab0187dba21,7,10,middle
person:s lippens,S. Lippens,work_cffa3ab0187dba21,9,10,middle
person:jaden brooks,Jaden B. Brooks,work_d09866448cd69dbb,3,7,middle
person:majid khan,Majid Khan,work_d09866448cd69dbb,4,7,middle
person:n dadario,N. Dadario,work_d09866448cd69dbb,5,7,middle
person:m sughrue,M. Sughrue,work_d09866448cd69dbb,6,7,middle
person:ramin khajeh,Ramin Khajeh,work_d0ba9a68d64263c4,2,3,middle
person:jhonatan lopez,Jhonatan B. López,work_d0cb089a1b552d5f,2,6,middle
person:c covantes osuna,C. Covantes-Osuna,work_d0cb089a1b552d5f,3,6,middle
person:vladimir ocegueda hernandez,Vladimir Ocegueda-Hernández,work_d0cb089a1b552d5f,4,6,middle
person:r romo vazquez,R. Romo-Vázquez,work_d0cb089a1b552d5f,5,6,middle
person:rui zhou,Rui Zhou,work_d11f10e5a23d117e,5,6,middle
person:tingting bo,Tingting Bo,work_d14875b87853734d,5,19,middle
person:yafeng zhan,Yafeng Zhan,work_d14875b87853734d,8,19,middle
person:shengyao yan,Shengyao Yan,work_d14875b87853734d,9,19,middle
person:baofeng yang,Baofeng Yang,work_d14875b87853734d,11,19,middle
person:qiming hu,Qiming Hu,work_d14875b87853734d,12,19,middle
person:a panigrahi,A. Panigrahi,work_d15b5cef0700394c,5,6,middle
person:madison kocher,Madison R. Kocher,work_d17b4ee773b57bde,2,3,middle
person:c shan xu,C. Shan Xu,work_d184679749aabc6f,4,5,middle
person:ke su,Ke Su,work_d1c176b87a4825be,4,9,middle
person:a jacobo,A. Jacobo,work_d1dfe00be00c93cb,3,6,middle
person:sajjad hossain,Sajjad Hossain,work_d1dfe00be00c93cb,4,6,middle
person:k siletti,K. Siletti,work_d1dfe00be00c93cb,5,6,middle
person:edgar fuller,Edgar Fuller,work_d1ee10513299706b,2,4,middle
person:s plaza alonso,S. Plaza-Alonso,work_d1f2442f6d43b0fa,2,6,middle
person:a barth maron,A. Barth-Maron,work_d21c268780bf38d6,10,16,middle
person:a meyer,A. Meyer,work_d2682f89b232ff86,2,6,middle
person:laura huser,Laura Hüser,work_d2682f89b232ff86,4,6,middle
person:karin dedek,Karin Dedek,work_d2682f89b232ff86,5,6,middle
person:m raghavan,M. Raghavan,work_d27171e633af746f,2,9,middle
person:benjamin campbell,Benjamin F. N. Campbell,work_d2aa9ba75c9f5683,2,6,middle
person:maik muller,Maik Müller,work_d2aa9ba75c9f5683,3,6,middle
person:patrick pedrioli,Patrick G. A. Pedrioli,work_d2aa9ba75c9f5683,4,6,middle
person:shiva tyagarajan,Shiva K. Tyagarajan,work_d2aa9ba75c9f5683,5,6,middle
person:martin brune,Martin Brüne,work_d2c3bba07feec3fd,2,21,middle
person:j allen,J. Allen,work_d2c3bba07feec3fd,3,21,middle
person:nicole bender,Nicole Bender,work_d2c3bba07feec3fd,4,21,middle
person:emiliano bruner,Emiliano Bruner,work_d2c3bba07feec3fd,5,21,middle
person:j changeux,J. Changeux,work_d2c3bba07feec3fd,6,21,middle
person:cali corrado,Cali Corrado,work_d2c3bba07feec3fd,7,21,middle
person:olga dolgova,Olga Dolgova,work_d2c3bba07feec3fd,8,21,middle
person:a grunewald,A. Grünewald,work_d2c3bba07feec3fd,9,21,middle
person:g konopka,G. Konopka,work_d2c3bba07feec3fd,10,21,middle
person:peng jin,Peng Jin,work_d2c3bba07feec3fd,11,21,middle
person:r lemon,R. Lemon,work_d2c3bba07feec3fd,12,21,middle
person:gilberto levy,Gilberto Levy,work_d2c3bba07feec3fd,13,21,middle
person:m rantala,M. Rantala,work_d2c3bba07feec3fd,15,21,middle
person:r sullivan,R. Sullivan,work_d2c3bba07feec3fd,17,21,middle
person:annie swanepoel,Annie Swanepoel,work_d2c3bba07feec3fd,18,21,middle
person:t uchihara,T. Uchihara,work_d2c3bba07feec3fd,19,21,middle
person:casimir wierzynski,Casimir Wierzynski,work_d3260d4a80ed1193,6,7,middle
person:e turk,E. Turk,work_d333aa68266feb1b,2,8,middle
person:s ferradal,S. Ferradal,work_d333aa68266feb1b,3,8,middle
person:j sutin,J. Sutin,work_d333aa68266feb1b,4,8,middle
person:j stout,J. Stout,work_d333aa68266feb1b,5,8,middle
person:banu ahtam,Banu Ahtam,work_d333aa68266feb1b,6,8,middle
person:pei yi lin,Pei-Yi Lin,work_d333aa68266feb1b,7,8,middle
person:briyana bembry,Briyana N. Bembry,work_d336a05923d05f7e,2,7,middle
person:marcus mazzeferri,Marcus A. Mazzeferri,work_d336a05923d05f7e,3,7,middle
person:m neitz,M. Neitz,work_d336a05923d05f7e,4,7,middle
person:robijanto soetedjo,Robijanto Soetedjo,work_d336a05923d05f7e,6,7,middle
person:aubrie de la cruz,Aubrie L De La Cruz,work_d3a28ecbfb6e7ac0,3,5,middle
person:antuca callejas,Antuca Callejas,work_d3a28ecbfb6e7ac0,4,5,middle
person:j iglesias,J. E. Iglesias,work_d3be9b5edaedfc45,2,5,middle
person:t yousry,T. Yousry,work_d3be9b5edaedfc45,3,5,middle
person:s ourselin,S. Ourselin,work_d3be9b5edaedfc45,4,5,middle
person:johanna senk,Johanna Senk,work_d4793789155c9aab,2,5,middle
person:s rotter,S. Rotter,work_d4793789155c9aab,3,5,middle
person:m kirschmann,M. Kirschmann,work_d4b63535644c8a10,2,3,middle
person:sarah heath,Sarah L. Heath,work_d4c66da026d7e292,3,9,middle
person:maia saavedra weisenhaus,Maia Saavedra-Weisenhaus,work_d4c66da026d7e292,4,9,middle
person:g parisi,G. Parisi,work_d4e79c82413eec90,4,6,middle
person:nick polizos,Nick Polizos,work_d504b1ae6a472164,4,13,middle
person:stephanie dancausse,Stephanie Dancausse,work_d504b1ae6a472164,5,13,middle
person:anastasiia evans,Anastasiia Evans,work_d504b1ae6a472164,6,13,middle
person:anna verbe,Anna Verbe,work_d504b1ae6a472164,7,13,middle
person:m klein,M. Klein,work_d504b1ae6a472164,11,13,middle
person:alejandro gonzalez rios,Alejandro González Ríos,work_d50bcdbcd8489d51,2,4,middle
person:d hamilton,D. J. Hamilton,work_d54780d9b943a8b2,3,6,middle
person:a komendantov,A. O. Komendantov,work_d54780d9b943a8b2,5,6,middle
person:j deluca,J. DeLuca,work_d5ad5ca1e8b7dce0,2,3,middle
person:rikuou yokosawa,Rikuou Yokosawa,work_d5b1332c20a5f502,2,3,middle
person:c vivancos,C. Vivancos,work_d5c8af4726aacdfa,2,3,middle
person:j hannibal,J. Hannibal,work_d60ca2d1beaf845b,3,4,middle
person:r bruno,R. Bruno,work_d63621d00ed628b6,3,8,middle
person:adam majot,Adam T. Majot,work_d63b7e8e8a10ac20,2,7,middle
person:c michael,C. Michael,work_d63b7e8e8a10ac20,4,7,middle
person:stacy spitzer,Stacy L. Spitzer,work_d63b7e8e8a10ac20,5,7,middle
person:q gaudry,Q. Gaudry,work_d63b7e8e8a10ac20,6,7,middle
person:yong deng,Yong Deng,work_d650e408871e043e,4,7,middle
person:a azad,A. K. Azad,work_d675c18cdf8bdc6a,2,5,middle
person:jonathan cornford,Jonathan Cornford,work_d6ca901bd9155e1a,2,4,middle
person:paul pfeiffer,Paul Pfeiffer,work_d6f6ea59fbc7ea83,2,10,middle
person:fabian pallasdies,Fabian Pallasdies,work_d6f6ea59fbc7ea83,4,10,middle
person:robert gowers,Robert Gowers,work_d6f6ea59fbc7ea83,5,10,middle
person:snusha ravikumar,Snusha Ravikumar,work_d6f6ea59fbc7ea83,6,10,middle
person:elizabeth wu,Elizabeth Wu,work_d6f6ea59fbc7ea83,7,10,middle
person:julia zhu,Julia Zhu,work_d791a3e80f872b81,2,4,middle
person:a jamal,A. Jamal,work_d791a3e80f872b81,3,4,middle
person:johannes knittel,Johannes Knittel,work_d803ce4772a77dc8,2,6,middle
person:fangneng zhan,Fangneng Zhan,work_d803ce4772a77dc8,4,6,middle
person:andersen chang,Andersen Chang,work_d83cba345d7415bb,8,56,middle
person:jiakun fu,Jiakun Fu,work_d83cba345d7415bb,9,56,middle
person:kayla ponder,Kayla Ponder,work_d83cba345d7415bb,12,56,middle
person:f puppo,F. Puppo,work_d84d5d03b612cbd8,2,3,middle
person:thomas funck,Thomas Funck,work_d877a14b14e535c5,9,20,middle
person:gemma salvado,Gemma Salvadó,work_d877a14b14e535c5,10,20,middle
person:dejian peng,Dejian Peng,work_d8a087d71b64daff,3,8,middle
person:tianlu ran,Tianlu Ran,work_d8a087d71b64daff,5,8,middle
person:xinyi zeng,Xinyi Zeng,work_d8a087d71b64daff,7,8,middle
person:gautam vallabha,Gautam K. Vallabha,work_d8b2bfa158091c64,3,20,middle
person:martha cervantes,Martha Cervantes,work_d8b2bfa158091c64,9,20,middle
person:arun reddy,Arun V. Reddy,work_d8b2bfa158091c64,11,20,middle
person:matthew roos,Matthew J. Roos,work_d8b2bfa158091c64,16,20,middle
person:i wang,I-J. Wang,work_d8b2bfa158091c64,17,20,middle
person:a read,A. Read,work_d8c666468a7edf78,2,4,middle
person:j stillwell,J. Stillwell,work_d8c666468a7edf78,3,4,middle
person:i olasagasti,I. Olasagasti,work_d8dbac1449fbb6d8,2,5,middle
person:zhi feng yue,Zhi-Feng Yue,work_d8e0189ccce2bc1e,2,37,middle
person:hong wan,Hong Wan,work_d8e0189ccce2bc1e,7,37,middle
person:xin yu ning,Xin-Yu Ning,work_d8e0189ccce2bc1e,10,37,middle
person:h ren,H. Ren,work_d8e0189ccce2bc1e,12,37,middle
person:xiao lan peng,Xiao-Lan Peng,work_d8e0189ccce2bc1e,15,37,middle
person:meijun zheng,Meijun Zheng,work_d8e0189ccce2bc1e,23,37,middle
person:xiaoying qiu,Xiaoying Qiu,work_d8e0189ccce2bc1e,27,37,middle
person:dan yang li,Dan-Yang Li,work_d8e0189ccce2bc1e,29,37,middle
person:yu chen gong,Yu-Chen Gong,work_d8e0189ccce2bc1e,31,37,middle
person:yu mu,Yu Mu,work_d8e0189ccce2bc1e,33,37,middle
person:peng ji,Peng Ji,work_d8e0189ccce2bc1e,34,37,middle
person:jie he,Jie He,work_d8e0189ccce2bc1e,35,37,middle
person:paige nurkin,Paige Nurkin,work_d90ae797458f67e7,5,11,middle
person:richard ren,Richard Ren,work_d90ae797458f67e7,6,11,middle
person:micaela roth,Micaela Roth,work_d90ae797458f67e7,7,11,middle
person:ayal yakobe,Ayal Yakobe,work_d90ae797458f67e7,9,11,middle
person:n dabrowska,N. Dabrowska,work_d90f43209def3e2b,2,4,middle
person:j kapur,J. Kapur,work_d90f43209def3e2b,3,4,middle
person:h sheftel,H. Sheftel,work_d93655b739e2e89d,4,11,middle
person:a mayo,A. Mayo,work_d93655b739e2e89d,5,11,middle
person:brigitte leboeuf,Brigitte LeBoeuf,work_d93655b739e2e89d,8,11,middle
person:i pisarev,I. Pisarev,work_d954a4eb80000227,4,19,middle
person:jennifer colonell,Jennifer Colonell,work_d954a4eb80000227,6,19,middle
person:amy hu,Amy Hu,work_d954a4eb80000227,10,19,middle
person:linus meienberg,Linus Meienberg,work_d954a4eb80000227,14,19,middle
person:b mensh,B. Mensh,work_d954a4eb80000227,15,19,middle
person:p tillberg,P. Tillberg,work_d954a4eb80000227,18,19,middle
person:s sripada,S. Sripada,work_d9b7b7ed16c392bd,2,3,middle
person:joshua vogelstein,Joshua T. Vogelstein,work_da35586ff18e6e97,11,20,middle
person:l grosenick,L. Grosenick,work_da35586ff18e6e97,15,20,middle
person:jasper janssens,Jasper Janssens,work_da9bb861ea28c94b,2,4,middle
person:bartosz bryg,Bartosz Bryg,work_dac06fc9ca941af4,3,5,middle
person:ioannis koutis,Ioannis Koutis,work_dac06fc9ca941af4,4,5,middle
person:m folgueira,M. Folgueira,work_db01207f4943cee6,2,4,middle
person:iban lamas,Ibán Lamas,work_db01207f4943cee6,3,4,middle
person:andrew kirjner,Andrew Kirjner,work_db7575694236a1d7,2,4,middle
person:annika vivekananthan,Annika Vivekananthan,work_db7575694236a1d7,3,4,middle
person:yao meng,Yao Meng,work_db966a0bb6433a32,4,7,middle
person:c soti,C. Sőti,work_dba0d0b696c23844,4,5,middle
person:s brem,S. Brem,work_dbb180626b24dcbb,3,5,middle
person:a shokoufandeh,A. Shokoufandeh,work_dbb180626b24dcbb,4,5,middle
person:chance bainbridge,Chance Bainbridge,work_dbbbdb49a3ef71f8,2,4,middle
person:zachary ward,Zachary Ward,work_dbbbdb49a3ef71f8,3,4,middle
person:omer nebil yaveroglu,Ömer Nebil Yaveroğlu,work_dbd4531530e79a48,2,5,middle
person:b schmerl,B. Schmerl,work_dbd4531530e79a48,3,5,middle
person:nicolangelo iannella,Nicolangelo Iannella,work_dbd4531530e79a48,4,5,middle
person:g gutierrez,G. Gutierrez,work_dc3bb8105fafef02,2,8,middle
person:a mildenhall,A. Mildenhall,work_dc3bb8105fafef02,4,8,middle
person:d spira,D. Spira,work_dc3bb8105fafef02,5,8,middle
person:j marty,J. Marty,work_dc3bb8105fafef02,6,8,middle
person:a matskevych,A. Matskevych,work_dc4993b941bc6e35,2,10,middle
person:a wolny,A. Wolny,work_dc4993b941bc6e35,3,10,middle
person:marion louveaux,Marion Louveaux,work_dc4993b941bc6e35,6,10,middle
person:j musser,J. Musser,work_dc4993b941bc6e35,7,10,middle
person:a maizel,A. Maizel,work_dc4993b941bc6e35,8,10,middle
person:nari kim,Nari Kim,work_dc636942ecf1da4b,3,6,middle
person:anshu kashyap,Anshu Kashyap,work_dcd4de5eef9c2d99,2,4,middle
person:p martin,P. Martin,work_dd4a631420d19510,2,3,middle
person:t wytock,T. Wytock,work_dd660fdf69e31563,2,3,middle
person:michael schaub,Michael T. Schaub,work_dd76efe78afe7f10,2,5,middle
person:m beguerisse diaz,M. Beguerisse-Díaz,work_dd76efe78afe7f10,3,5,middle
person:nathaniel wood cohan,Nathaniel Wood Cohan,work_de1e49d97a9a4436,3,5,middle
person:christopher ebsch,Christopher Ebsch,work_de90f3f542a40fe0,2,4,middle
person:i lampl,I. Lampl,work_de90f3f542a40fe0,3,4,middle
person:rouven ziegler,Rouven L. Ziegler,work_df04a73501872e4e,3,6,middle
person:j hirtz,J. J. Hirtz,work_df04a73501872e4e,4,6,middle
person:simon warchol,Simon Warchol,work_df0e17331735c8e8,2,11,middle
person:r lasher,R. Lasher,work_df306d058308b052,2,6,middle
person:y dzowo,Y. Dzowo,work_df306d058308b052,4,6,middle
person:j kinnamon,J. C. Kinnamon,work_df306d058308b052,5,6,middle
person:anuradha bhukel,Anuradha Bhukel,work_df48e1069956b586,3,14,middle
person:v pandey,V. Pandey,work_df48e1069956b586,6,14,middle
person:harry bevir,Harry Bevir,work_df48e1069956b586,7,14,middle
person:ashley yuen,Ashley Yuen,work_df48e1069956b586,8,14,middle
person:peiyi guo,Peiyi Guo,work_df48e1069956b586,10,14,middle
person:james wohlschlegel,James A. Wohlschlegel,work_df48e1069956b586,12,14,middle
person:nathan clack,Nathan G. Clack,work_e00a7fb6feedbf91,2,7,middle
person:l lavis,L. Lavis,work_e00a7fb6feedbf91,3,7,middle
person:s sarubbo,S. Sarubbo,work_e00aa02a171f6969,2,3,middle
person:simon renner,Simon Renner,work_e0262b9bd70f1d77,2,8,middle
person:gregory born,Gregory Born,work_e0262b9bd70f1d77,3,8,middle
person:y bauer,Y. Bauer,work_e0262b9bd70f1d77,4,8,middle
person:m spacek,M. A. Spacek,work_e0262b9bd70f1d77,5,8,middle
person:georgi tushev,Georgi Tushev,work_e0262b9bd70f1d77,6,8,middle
person:l busse,L. Busse,work_e0262b9bd70f1d77,7,8,middle
person:elizabeth hong,Elizabeth J. Hong,work_e0314a9ff9b02748,3,4,middle
person:rupasri chalavadi,Rupasri Chalavadi,work_e041f1f1b056645a,2,13,middle
person:joey chan,Joey Chan,work_e041f1f1b056645a,3,13,middle
person:sheel tanna,Sheel Tanna,work_e041f1f1b056645a,4,13,middle
person:nathanael kuo,Nathanael Kuo,work_e041f1f1b056645a,6,13,middle
person:ken nakae,Ken Nakae,work_e0545291b21b26cf,3,16,middle
person:hiroshi abe,Hiroshi Abe,work_e0545291b21b26cf,4,16,middle
person:n ichinohe,N. Ichinohe,work_e0545291b21b26cf,5,16,middle
person:m rachmadi,M. F. Rachmadi,work_e0545291b21b26cf,6,16,middle
person:masafumi takaji,Masafumi Takaji,work_e0545291b21b26cf,8,16,middle
person:hiroaki mizukami,Hiroaki Mizukami,work_e0545291b21b26cf,9,16,middle
person:rui gong,Rui Gong,work_e0545291b21b26cf,11,16,middle
person:zamora lopez gorka,Zamora-López Gorka,work_e0e81619d590d5f9,3,5,middle
person:a diaz guilera,A. Díaz-Guilera,work_e0e81619d590d5f9,4,5,middle
person:p theodoni,P. Theodoni,work_e0fcd7be8bddea39,4,11,middle
person:jorge mejias,Jorge F. Mejías,work_e0fcd7be8bddea39,5,11,middle
person:meiqi niu,Meiqi Niu,work_e0fcd7be8bddea39,6,11,middle
person:lucija rapan,Lucija Rapan,work_e0fcd7be8bddea39,7,11,middle
person:c sergent,C. Sergent,work_e0fcd7be8bddea39,9,11,middle
person:s dehaene,S. Dehaene,work_e0fcd7be8bddea39,10,11,middle
person:baptiste marthy,Baptiste Marthy,work_e19cbdf063fc53c2,3,7,middle
person:ana borges correia,Ana Borges-Correia,work_e19cbdf063fc53c2,4,7,middle
person:eduardo gascon,Eduardo Gascon,work_e19cbdf063fc53c2,5,7,middle
person:b charlot,B. Charlot,work_e19cbdf063fc53c2,6,7,middle
person:andrea terlizzi,Andrea Terlizzi,work_e1c8eaf7bf908172,2,4,middle
person:pietro lio,Pietro Lio’,work_e1c8eaf7bf908172,3,4,middle
person:j ryu,J. Ryu,work_e1dcb9a05897ad2e,2,8,middle
person:uikyu chae,Uikyu Chae,work_e1dcb9a05897ad2e,4,8,middle
person:j son,J. W. Son,work_e1dcb9a05897ad2e,5,8,middle
person:il joo cho,Il‐Joo Cho,work_e1dcb9a05897ad2e,7,8,middle
person:p aneesh,P.B. Aneesh,work_e22e48c40029af5d,2,5,middle
person:eric jelli,Eric Jelli,work_e2593bdd7b62aca2,2,3,middle
person:e scholl,E. Schöll,work_e2add1edf5ce4563,2,4,middle
person:noah widdershooven,Noah V Widdershooven,work_e2c6961ec9c7fead,2,8,middle
person:marie luise dreisow,Marie-Luise Dreisow,work_e2c6961ec9c7fead,3,8,middle
person:lisa weiher,Lisa Weiher,work_e2c6961ec9c7fead,4,8,middle
person:l steuernagel,L. Steuernagel,work_e2c6961ec9c7fead,5,8,middle
person:f wunderlich,F. T. Wunderlich,work_e2c6961ec9c7fead,6,8,middle
person:jens bruning,Jens C. Brüning,work_e2c6961ec9c7fead,7,8,middle
person:fuhui long,Fuhui Long,work_e2cb4f4ec9b85555,3,5,middle
person:yunzhi pan,Yufeng Pan,work_e2e885d60174dbaa,2,3,middle
person:cunqi shao,Cunqi Shao,work_e31c5d57379f200a,2,5,middle
person:zhiguo shi,Zhiguo Shi,work_e31c5d57379f200a,3,5,middle
person:brendan shanny,Brendan L. Shanny,work_e323a05fc48f61c0,9,12,middle
person:merel postema,Merel C. Postema,work_e3277619bfed476c,2,22,middle
person:tulio guadalupe,Tulio M. Guadalupe,work_e3277619bfed476c,3,22,middle
person:carolien de kovel,Carolien G. F. de Kovel,work_e3277619bfed476c,4,22,middle
person:p boedhoe,P. Boedhoe,work_e3277619bfed476c,5,22,middle
person:m hoogman,M. Hoogman,work_e3277619bfed476c,6,22,middle
person:s mathias,S. Mathias,work_e3277619bfed476c,7,22,middle
person:daan van rooij,Daan van Rooij,work_e3277619bfed476c,8,22,middle
person:d schijven,D. Schijven,work_e3277619bfed476c,9,22,middle
person:d glahn,D. Glahn,work_e3277619bfed476c,10,22,middle
person:s medland,S. Medland,work_e3277619bfed476c,11,22,middle
person:s thomopoulos,S. Thomopoulos,work_e3277619bfed476c,13,22,middle
person:j turner,J. Turner,work_e3277619bfed476c,14,22,middle
