rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
364,work_91bc5337106c81dc,The growing topology of the C. elegans connectome,2020.0,bioRxiv,D. Bassett,10,1.43,False,strong,broker,3.0,12.0,15.0,7.0,0.8436421555614547,Albert Cardona / J. Vogelstein,0.86,3,False
365,work_e3fe7b657f85f0ee,Accelerated EM Connectome Reconstruction using 3D Visualization and Segmentation Graphs,2020.0,bioRxiv,Stephen M. Plaza,10,1.43,False,strong,broker,7.0,6.0,13.0,11.0,0.921157419697372,J. Lichtman / Hanspeter Pfister,0.92,10,False
366,work_e7676ec5b393ef86,Sparse Scanning Electron Microscopy Data Acquisition and Deep Neural Networks for Automated Segmentation in Connectomics,2020.0,Microscopy and Microanalysis,Tim Dahmen,10,1.43,False,moderate,broker,2.0,2.0,4.0,3.0,0.8423148393947438,J. Lichtman / Hanspeter Pfister,0.92,5,False
367,work_3167944ed8876ef1,Multilevel feedback architecture for adaptive regulation of learning in the insect brain,2019.0,bioRxiv,Marta Zlatic,10,1.25,False,moderate,only_out,0.0,3.0,3.0,3.0,0.2428988585080966,Albert Cardona / J. Vogelstein,0.94,16,False
368,work_30981973267aabd1,A circuit motif for color in the human foveal retina,2024.0,Proceedings of the National Academy of Sciences of the United States of America,D. Dacey,9,3.0,False,moderate,broker,1.0,3.0,4.0,4.0,0.7207326785240245,M. Helmstaedter / Winfried Denk,0.94,3,False
369,work_bbfd25e70010781f,Specific inhibition and disinhibition in the higher-order structure of a cortical connectome,2024.0,bioRxiv,Eilif Muller,9,3.0,False,moderate,broker,1.0,7.0,8.0,6.0,0.7135651712237855,Javier DeFelipe / Michael W. Reimann,0.96,4,False
370,work_467a6cc67c703560,BIFROST: a method for registering diverse imaging datasets,2023.0,bioRxiv,T. R. Clandinin,9,2.25,False,strong,broker,2.0,8.0,10.0,9.0,0.8216087071940537,Xiaoyin Chen / Yonggang Wang,0.9,9,False
371,work_f93e1f7592159c1e,A Scalable Staining Strategy for Whole-Brain Connectomics,2023.0,bioRxiv,J. Lichtman,9,2.25,False,strong,broker,2.0,9.0,11.0,10.0,0.7446243695248208,J. Lichtman / Hanspeter Pfister,0.96,6,False
372,work_f51a122abe38a644,An effective AI integrated system for neuron tracing on anisotropic electron microscopy volume,2021.0,Biomedical Signal Processing and Control,Hua Han,9,1.5,False,moderate,broker,3.0,5.0,8.0,7.0,0.7366604725245554,Xiaoyin Chen / Yonggang Wang,0.95,6,False
373,work_24c9d58c113a2b86,"Toward A Reproducible, Scalable Framework for Processing Large Neuroimaging Datasets",2019.0,bioRxiv,William Gray-Roncal,9,1.12,False,strong,broker,1.0,9.0,10.0,8.0,0.823732413060791,Albert Cardona / J. Vogelstein,0.92,17,False
374,work_8e52111f0a169403,Connectomics of synaptic microcircuits: lessons from the outer retina,2017.0,Journal of Physiology,T. Schubert,9,0.9,False,moderate,broker,1.0,2.0,3.0,3.0,0.6787894876559597,M. Helmstaedter / Winfried Denk,0.91,5,False
375,work_4aacd75f73cf971f,Correlative light and electron microscopy reveals the fine circuit structure underlying evidence accumulation in larval zebrafish,2025.0,bioRxiv,A. Bahl,8,4.0,False,strong,only_out,0.0,11.0,11.0,11.0,0.4451818423148393,J. Lichtman / Hanspeter Pfister,0.95,27,True
376,work_6e6f3f5c12eedea0,Accelerating Neuron Reconstruction with PATHFINDER,2025.0,bioRxiv,Harald Hess,8,4.0,False,strong,broker,3.0,9.0,12.0,11.0,0.7756835678258561,J. Lichtman / Hanspeter Pfister,0.97,5,False
377,work_75041ede2653fad3,Distinct circuit motifs evaluate opposing innate values of odors.,2025.0,Cell,H. Kazama,8,4.0,False,moderate,only_out,0.0,7.0,7.0,7.0,0.6190602601539686,Makoto Someya / H. Kazama,0.95,4,False
378,work_36cfd0a40b9962e3,Integrating EM and Patch-seq data: Synaptic connectivity and target specificity of predicted Sst transcriptomic types,2023.0,bioRxiv,S. Sorensen,8,2.0,False,moderate,broker,3.0,5.0,8.0,6.0,0.8895672949296523,H. Sebastian Seung / G. Jefferis,0.96,50,True
379,work_6e58cd7663b2ca89,3D Domain Adaptive Instance Segmentation via Cyclic Segmentation GANs,2023.0,IEEE journal of biomedical and health informatics,D. Wei,8,2.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.2394478364746482,J. Lichtman / Hanspeter Pfister,0.97,9,False
380,work_0f41f2b9ac638657,Identifying Inputs to Visual Projection Neurons in Drosophila Lobula by Analyzing Connectomic Data,2022.0,eNeuro,Damon A. Clark,8,1.6,False,strong,broker,2.0,12.0,14.0,10.0,0.8176267586939209,Albert Cardona / J. Vogelstein,0.94,2,False
381,work_55ce3fd567669f6c,Edge-colored directed subgraph enumeration on the connectome,2022.0,Scientific Reports,H. Pfister,8,1.6,False,strong,broker,5.0,16.0,21.0,11.0,0.8516060525617202,J. Lichtman / Hanspeter Pfister,0.9,7,False
382,work_d87e860e88894b04,Circuit analysis of the Drosophila brain using connectivity-based neuronal classification reveals organization of key communication pathways,2022.0,Network Neuroscience,G. Ascoli,8,1.6,False,moderate,broker,1.0,6.0,7.0,6.0,0.7602867002920095,Albert Cardona / J. Vogelstein,0.92,3,False
383,work_47dbb1ae5c861feb,Beyond the connectome: A map of a brain architecture derived from whole-brain volumetric reconstructions,2020.0,bioRxiv,N. Cohen,8,1.14,False,moderate,broker,1.0,5.0,6.0,6.0,0.795858773559862,Oliver Hobert / Steven J. Cook,0.93,5,False
384,work_638148a6bb51d092,Proposal-Free Volumetric Instance Segmentation from Latent Single-Instance Masks,2020.0,German Conference on Pattern Recognition,F. Hamprecht,8,1.14,False,,no_graph,,,,,,Javier DeFelipe / Michael W. Reimann,0.9,5,False
385,work_c651e11769e268da,An Adversarial and Densely Dilated Network for Connectomes Segmentation,2018.0,Symmetry,Ye Luo,8,0.89,False,moderate,only_out,0.0,6.0,6.0,5.0,0.2593575789753119,Xiaoyin Chen / Yonggang Wang,0.94,4,False
386,work_2a92ba160393c193,From Sensory Detection to Motor Action: The Comprehensive Drosophila Taste-Feeding Connectome,2025.0,bioRxiv,C. Ribeiro,7,3.5,False,strong,broker,2.0,8.0,10.0,6.0,0.7947969206264932,H. Sebastian Seung / G. Jefferis,0.97,11,False
387,work_644d61d09d1a8fb3,Connectomic reconstruction from hippocampal CA3 reveals spatially graded mossy fiber inputs and selective feedforward inhibition to pyramidal cells,2025.0,bioRxiv,David W. Tank,7,3.5,False,strong,only_out,0.0,20.0,20.0,11.0,0.2543137775418104,H. Sebastian Seung / G. Jefferis,0.95,13,False
388,work_5ef81a0210f02d50,Tracing nerve fibers with volume electron microscopy to quantitatively analyze brain connectivity,2024.0,Communications Biology,Á. Merchán-Pérez,7,2.33,False,,no_graph,,,,,,Javier DeFelipe / Michael W. Reimann,0.92,6,False
389,work_902cf6d1376f15b8,Self-Supervised Edge Detection Reconstruction for Topology-Informed 3D Axon Segmentation and Centerline Detection,2024.0,IEEE Workshop/Winter Conference on Applications of Computer Vision,L. Brattain,7,2.33,False,,no_graph,,,,,,Alec Xu / L. Brattain,0.89,4,False
390,work_beb149e7e1eaddc1,Neurons Underlying Aggression-Like Actions That Are Shared by Both Males and Females in Drosophila,2024.0,Journal of Neuroscience,Vikas Bhandawat,7,2.33,False,moderate,broker,1.0,4.0,5.0,5.0,0.7103796124236793,Xiaoyin Chen / Yonggang Wang,0.91,4,False
391,work_2f4a13ea9aef920f,Impact of Retinal Degeneration on Response of ON and OFF Cone Bipolar Cells to Electrical Stimulation,2023.0,IEEE transactions on neural systems and rehabilitation engineering,G. Lazzi,7,1.75,False,moderate,broker,1.0,2.0,3.0,3.0,0.6798513405893284,James R. Anderson / Bryan William Jones,0.86,12,False
392,work_54f36a6977427544,A cerebellar disinhibitory circuit supports synaptic plasticity,2023.0,bioRxiv,Jinseop S. Kim,7,1.75,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3196177329439872,Xiaoyin Chen / Yonggang Wang,0.91,10,False
393,work_863949ff6ec36ab6,A Soma Segmentation Benchmark in Full Adult Fly Brain,2023.0,Computer Vision and Pattern Recognition,Zhiwei Xiong,7,1.75,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.94,6,False
394,work_e041f1f1b056645a,A Novel Semi-automated Proofreading and Mesh Error Detection Pipeline for Neuron Extension,2023.0,bioRxiv,Brock Andrew Wester,7,1.75,False,strong,broker,5.0,12.0,17.0,11.0,0.8327581629944253,Albert Cardona / J. Vogelstein,0.92,13,False
395,work_dd660fdf69e31563,Computational Inference of Synaptic Polarities in Neuronal Networks,2022.0,Advancement of science,István A. Kovács,7,1.4,False,moderate,broker,1.0,7.0,8.0,7.0,0.7204672152906823,Oliver Hobert / Steven J. Cook,0.92,3,False
396,work_06e3942d0f902996,An ultrastructural connectomic analysis of a higher‐order thalamocortical circuit in the mouse,2020.0,European Journal of Neuroscience,N. Kasthuri,7,1.0,False,moderate,broker,1.0,2.0,3.0,3.0,0.7077249800902575,M. Helmstaedter / Winfried Denk,0.95,4,False
397,work_0f028df4c1bb42a4,GCIB-SEM: A path to 10 nm isotropic imaging of cubic millimeter volumes,2019.0,bioRxiv,H. Hess,7,0.88,False,moderate,broker,2.0,3.0,5.0,5.0,0.8226705601274223,J. Lichtman / Hanspeter Pfister,0.95,7,False
398,work_35ff62d34b104b23,An Effective Encoder-Decoder Network for Neural Cell Bodies and Cell Nucleus Segmentation of EM Images,2019.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,Hua Han,7,0.88,False,weak,broker,1.0,1.0,2.0,2.0,0.6814441199893815,Xiaoyin Chen / Yonggang Wang,0.95,6,False
399,work_4488387d1a4d2480,Toric Spines at a Site of Learning,2019.0,eNeuro,W. DeBello,7,0.88,False,weak,broker,1.0,1.0,2.0,2.0,0.7589593841252986,Xiaoyin Chen / Yonggang Wang,0.9,15,False
400,work_8627e5369ab9b3fe,Connectomic Analysis of Mitochondria in the Central Brain of Drosophila,2026.0,bioRxiv,S. Berg,6,6.0,False,strong,broker,4.0,13.0,17.0,11.0,0.7934696044597823,J. Lichtman / Hanspeter Pfister,0.96,18,False
401,work_958be63650186414,"PyReconstruct: A fully open-source, collaborative successor to Reconstruct",2025.0,bioRxiv,Kristen M. Harris,6,3.0,False,strong,only_out,0.0,15.0,15.0,11.0,0.1900716750730023,Albert Cardona / J. Vogelstein,0.89,5,False
402,work_c56c9bd6bb2d72c9,The Drosophila Connectome as a Computational Reservoir for Time-Series Prediction,2025.0,Biomimetics,Dario Izzo,6,3.0,False,moderate,broker,3.0,5.0,8.0,5.0,0.8603663392620122,Leone Costi / Dario Izzo,0.92,5,False
403,work_2215daaba2871f1f,X-Ray2EM: Uncertainty-Aware Cross-Modality Image Reconstruction from X-Ray to Electron Microscopy in Connectomics,2023.0,IEEE International Symposium on Biomedical Imaging,Lu Mi,6,1.5,False,moderate,only_in,3.0,0.0,3.0,3.0,0.8086010087602867,J. Lichtman / Hanspeter Pfister,0.96,8,False
404,work_5fe231444b013ff7,Regional and LTP-Dependent Variation of Synaptic Information Storage Capacity in Rat Hippocampus,2023.0,bioRxiv,T. Sejnowski,6,1.5,False,moderate,only_out,0.0,5.0,5.0,5.0,0.246349880541545,Albert Cardona / J. Vogelstein,0.9,12,False
405,work_e2593bdd7b62aca2,msemalign: a pipeline for serial section multibeam scanning electron microscopy volume alignment,2023.0,Frontiers in Neuroscience,K. Briggman,6,1.5,False,moderate,broker,1.0,8.0,9.0,8.0,0.7167507300238917,M. Helmstaedter / Winfried Denk,0.93,3,False
406,work_0fcb56dd30085155,Neural model generating klinotaxis behavior accompanied by a random walk based on C. elegans connectome,2022.0,Scientific Reports,Meng Wang,6,1.2,False,moderate,broker,1.0,5.0,6.0,3.0,0.7199362888239978,Xiaoyin Chen / Yonggang Wang,0.92,5,False
407,work_44b8302d72044c47,Instance Segmentation of Unlabeled Modalities via Cyclic Segmentation GAN,2022.0,arXiv.org,D. Wei,6,1.2,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.0307937350676931,J. Lichtman / Hanspeter Pfister,0.91,9,False
408,work_7a1fd8b2f1f89a04,Classifying Drosophila olfactory projection neuron boutons by quantitative analysis of electron microscopic reconstruction,2022.0,iScience,Ke Zhang,6,1.2,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.93,16,False
409,work_80846559d1313185,Deep residual contextual and subpixel convolution network for automated neuronal structure segmentation in micro-connectomics,2022.0,Comput. Methods Programs Biomed.,Hua Han,6,1.2,False,moderate,broker,1.0,7.0,8.0,6.0,0.6809131935226971,Xiaoyin Chen / Yonggang Wang,0.97,6,False
410,work_bea312df1da35b92,Sequential addition of neuronal stem cell temporal cohorts generates a feed-forward circuit in the Drosophila larval nerve cord,2022.0,bioRxiv,Ellie S. Heckscher,6,1.2,False,moderate,broker,1.0,2.0,3.0,3.0,0.7353331563578445,Xiaoyin Chen / Yonggang Wang,0.93,6,False
411,work_c8b06e9c51abaf4e,Automated Synapse Detection Method for Cerebellar Connectomics,2022.0,Frontiers in Neuroanatomy,Jinseop S. Kim,6,1.2,False,strong,broker,4.0,13.0,17.0,11.0,0.902309530130077,Xiaoyin Chen / Yonggang Wang,0.95,5,False
412,work_0b670a6c52756d20,Bridging the Gap: Point Clouds for Merging Neurons in Connectomics,2021.0,International Conference on Medical Imaging with Deep Learning,Jingpeng Wu,6,1.0,False,strong,broker,5.0,6.0,11.0,11.0,0.7950623838598354,J. Lichtman / Hanspeter Pfister,0.92,3,False
413,work_7dfc100d5e4e218b,Circuit motifs and graph properties of connectome development in C. elegans,2021.0,bioRxiv,William Gray-Roncal,6,1.0,False,strong,broker,4.0,8.0,12.0,9.0,0.8399256702946641,Albert Cardona / J. Vogelstein,0.95,5,False
414,work_b02a08a25205f85d,RLCorrector: Reinforced Proofreading for Cell-level Microscopy Image Segmentation,2021.0,,Won-Ki Jeong,6,1.0,False,strong,broker,4.0,7.0,11.0,9.0,0.8139102734271303,Oliver Hobert / Steven J. Cook,0.95,4,False
415,work_c9c64b1685159a5b,Neuromuscular connectomes across development reveal synaptic ordering rules,2021.0,bioRxiv,J. Lichtman,6,1.0,False,moderate,broker,4.0,2.0,6.0,5.0,0.8861162728962039,J. Lichtman / Hanspeter Pfister,0.92,15,False
416,work_bb6f2ee139c463af,Flexible neural connectivity under constraints on total connection strength,2019.0,bioRxiv,M. Buice,6,0.75,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.4953543934165118,Xiaoyin Chen / Yonggang Wang,0.9,2,False
417,work_411b979fc16bbb2d,Volumetric Exploitation of Synaptic Information using Context Localization and Evaluation,2014.0,arXiv.org,Gregory Hager,6,0.46,False,moderate,broker,2.0,1.0,3.0,3.0,0.8654101406955137,Albert Cardona / J. Vogelstein,0.94,10,False
418,work_8443aa3a33e10095,The unique synaptic circuitry of specialized olfactory glomeruli in Drosophila melanogaster,2025.0,bioRxiv,Jürgen Rybak,5,2.5,False,strong,broker,3.0,27.0,30.0,11.0,0.7767454207592248,H. Sebastian Seung / G. Jefferis,0.97,7,False
419,work_c5ade922d4f4dd8f,Brain rewiring during development: A comparative analysis of larval and adult Drosophila melanogaster connectomes,2025.0,Network Neuroscience,Aradhana Singh,5,2.5,False,strong,broker,3.0,20.0,23.0,11.0,0.8887709052296257,James R. Anderson / Bryan William Jones,0.94,3,False
420,work_5c30de2792e919de,Somatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila,2024.0,eLife,A. Seeds,5,1.67,False,moderate,broker,1.0,3.0,4.0,4.0,0.7151579506238386,H. Sebastian Seung / G. Jefferis,0.88,9,False
421,work_79981ad4ed5b69f7,Temperature cues are integrated in a flexible circadian neuropeptidergic feedback circuit to remodel sleep-wake patterns in flies,2024.0,PLoS Biology,Fang Guo,5,1.67,False,strong,only_out,0.0,10.0,10.0,7.0,0.5513671356517122,Xiaoyin Chen / Yonggang Wang,0.94,3,False
422,work_8484909b8e4314f6,A scalable and modular computational pipeline for axonal connectomics: automated tracing and assembly of axons across serial sections,2024.0,bioRxiv,R. Reid,5,1.67,False,moderate,broker,1.0,3.0,4.0,4.0,0.7417042739580568,H. Sebastian Seung / G. Jefferis,0.94,11,False
423,work_932e9c86e6b77869,Diverging network architecture of the C. elegans connectome and signaling network,2024.0,PRX Life,Andrew M Leifer,5,1.67,False,strong,broker,5.0,22.0,27.0,11.0,0.822139633660738,Olaf Sporns / B. Mišić,0.85,4,False
424,work_3a7d7c9c03116da4,Compression-based inference of network motif sets,2023.0,PLoS Comput. Biol.,Christian L. Vestergaard,5,1.25,False,moderate,only_out,0.0,4.0,4.0,4.0,0.6169365542872313,Alexis B'enichou / Christian L. Vestergaard,0.93,3,False
425,work_6a673ad711320968,Scalable graph analysis tools for the connectomics community,2022.0,bioRxiv,William Gray-Roncal,5,1.0,False,strong,broker,4.0,9.0,13.0,10.0,0.838332890894611,Albert Cardona / J. Vogelstein,0.95,4,False
426,work_791ccba206b1bbdc,Neural signal propagation atlas of C. elegans,2022.0,,Andrew M Leifer,5,1.0,False,strong,only_out,0.0,10.0,10.0,9.0,0.3992567029466419,Olaf Sporns / B. Mišić,0.97,4,False
427,work_3356ffe4646dbcae,"The conserved core of the nereid brain: Circular CNS, apical nervous system and lhx6-arx-dlx neurons.",2021.0,Current Opinion in Neurobiology,H. Vergara,5,0.83,False,moderate,broker,1.0,4.0,5.0,5.0,0.6910007963897,Albert Cardona / J. Vogelstein,0.93,3,False
428,work_7946dbb6802bb908,Complexity and Vulnerability Analysis of the C. Elegans Gap Junction Connectome,2017.0,Entropy,D. Galas,5,0.5,False,moderate,only_out,0.0,7.0,7.0,4.0,0.2710379612423679,James M. Kunert-Graf / D. Galas,0.94,3,False
429,work_c2ad8b023ed86e9e,Closing the loop: optimal stimulation of C. elegans neuronal network via adaptive control to exhibit full body movements,2015.0,BMC Neuroscience,Eli Shlizerman,5,0.42,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.0634457127687815,Xiaoyin Chen / Yonggang Wang,0.88,2,False
430,work_c9226e37cac96425,Neuron Segmentation in Electron Microscopy Images Using Partial Differential Equations,2013.0,IEEE International Symposium on Biomedical Imaging,T. Tasdizen,5,0.36,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6095035837536501,James R. Anderson / Bryan William Jones,0.92,4,False
431,work_2ac6946a28922c27,"Deep-learning-assisted simulation of a cortical circuit: integrating anatomy, physiology and function",2026.0,bioRxiv,Anton Arkhipov,4,4.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.0183169631006105,Xiaoyin Chen / Yonggang Wang,0.95,9,False
432,work_5eb65354dc79e83b,From Synapses to Dynamics: Obtaining Function from Structure in a Connectome Constrained Model of the Head Direction Circuit,2025.0,bioRxiv,I. Fiete,4,2.0,False,strong,broker,2.0,8.0,10.0,8.0,0.8093973984603132,Albert Cardona / J. Vogelstein,0.92,3,False
433,work_61024db383dded81,Physical Network Constraints Define the Multiplicative Architecture of the Brain’s Connectome,2025.0,bioRxiv,A. Barabási,4,2.0,False,strong,broker,1.0,21.0,22.0,11.0,0.7209981417573667,Oliver Hobert / Steven J. Cook,0.86,5,False
434,work_7a094f6e7f331df0,Whole-brain chemosensory responses of both C. elegans sexes,2025.0,bioRxiv,Vivek Venkatachalam,4,2.0,False,moderate,only_out,0.0,6.0,6.0,6.0,0.0661003451022033,Oliver Hobert / Steven J. Cook,0.93,11,False
435,work_7ccfffa27b0f0285,Aggression across sexes from a contextual- and circuit-based perspective.,2025.0,Current Opinion in Neurobiology,Catherine E. Schretter,4,2.0,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.86,1,False
436,work_a02f3fd1457de709,Neural connectome of the ctenophore statocyst,2025.0,bioRxiv,G. Jékely,4,2.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.2075922484735864,Albert Cardona / J. Vogelstein,0.95,5,False
437,work_acc50851a93fccf9,Self-supervised image restoration in coherent X-ray neuronal microscopy,2025.0,bioRxiv,A. Pacureanu,4,2.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.4090788425803026,M. Helmstaedter / Winfried Denk,0.93,19,False
438,work_d6f6ea59fbc7ea83,Spatial and morphological organization of mitochondria in neurons across a connectome,2025.0,Science,Damon A. Clark,4,2.0,False,strong,broker,2.0,9.0,11.0,8.0,0.7592248473586408,Albert Cardona / J. Vogelstein,0.95,10,False
439,work_f1b81ab0f201501a,Temporal and Notch identity determine layer targeting and synapse location of medulla neurons,2025.0,bioRxiv,C. Desplan,4,2.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.4863286434828776,Xiaoyin Chen / Yonggang Wang,0.92,8,False
440,work_fe515cb1dd582648,Recurrent connectivity supports carbon dioxide sensitivity in Aedes aegypti mosquitoes,2025.0,bioRxiv,Wei-Chung Allen Lee,4,2.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.2150252190071675,M. Helmstaedter / Winfried Denk,0.94,12,False
441,work_28f6b028bce5063b,Synaptic architecture of leg and wing premotor control networks in Drosophila,2024.0,Nature,John C. Tuthill,4,1.33,False,strong,broker,1.0,9.0,10.0,8.0,0.7148924873904964,H. Sebastian Seung / G. Jefferis,0.96,33,True
442,work_52c3157475b348eb,Subcellular pathways through VGluT3-expressing mouse amacrine cells provide locally tuned object-motion-selective signals in the retina,2024.0,Nature Communications,Josh L. Morgan,4,1.33,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.1688346164056278,Karl Friedrichsen / Jen-Chun Hsiang,0.94,7,False
443,work_705030ef2bfb656f,WASPSYN: A Challenge for Domain Adaptive Synapse Detection in Microwasp Brain Connectomes,2024.0,IEEE Transactions on Medical Imaging,Jingpeng Wu,4,1.33,False,strong,broker,2.0,14.0,16.0,11.0,0.7170161932572339,Xiaoyin Chen / Yonggang Wang,0.95,16,False
444,work_a68a9d6ab83ca9c9,Morphology and synapse topography optimize linear encoding of synapse numbers in Drosophila looming responsive descending neurons,2024.0,bioRxiv,Jessica Ausborn,4,1.33,False,moderate,broker,1.0,2.0,3.0,3.0,0.6928590390230953,James R. Anderson / Bryan William Jones,0.95,6,False
445,work_ab36762bb6325eed,Estimating orientation in natural scenes: A spiking neural network model of the insect central complex,2024.0,bioRxiv,Paul Graham,4,1.33,False,weak,broker,1.0,1.0,2.0,2.0,0.7483408547916114,Rachael Stentiford / Paul Graham,0.92,5,False
446,work_1abefbc844f53786,Multiplexed volumetric CLEM enabled by antibody derivatives provides new insights into the cytology of the mouse cerebellar cortex,2023.0,Research Square,J. Lichtman,4,1.0,False,strong,broker,2.0,13.0,15.0,11.0,0.798778869126626,J. Lichtman / Hanspeter Pfister,0.96,19,False
447,work_a83aea2e5aec23bc,Mapping Alzheimer’s Molecular Pathologies in Large-Scale Connectomics Data: A Publicly Accessible Correlative Microscopy Resource,2023.0,bioRxiv,J. Lichtman,4,1.0,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.95,21,True
448,work_f51ccaa326e0c171,Stimulus-Specific Modulation is Enabled by Differential Serotonin Receptor Expression,2023.0,bioRxiv,A. Dacks,4,1.0,False,moderate,only_out,0.0,9.0,9.0,7.0,0.1505176533050172,M. Helmstaedter / Winfried Denk,0.88,9,False
449,work_fcb59c7f09a5ff4c,Ultrastructure of Synaptic Connectivity within Subregions of the Suprachiasmatic Nucleus Revealed by a Genetically Encoded Tag and Serial Blockface Electron Microscopy,2023.0,eNeuro,Satchidananda Panda,4,1.0,False,weak,only_in,1.0,0.0,1.0,1.0,0.7180780461906026,Xiaoyin Chen / Yonggang Wang,0.93,10,False
450,work_0f90d8b78e7b6522,Automatic classification and neurotransmitter prediction of synapses in electron microscopy,2022.0,Biological Imaging,B. Manjunath,4,0.8,False,moderate,broker,1.0,3.0,4.0,3.0,0.8200159277940006,Xiaoyin Chen / Yonggang Wang,0.94,9,False
451,work_2fec1e83fce4a3a0,A graph network model for neural connection prediction and connection strength estimation,2022.0,Journal of Neural Engineering,T. Fang,4,0.8,False,moderate,only_out,0.0,6.0,6.0,6.0,0.2675869392089195,Xiaoyin Chen / Yonggang Wang,0.88,14,False
452,work_79f974e385905be1,Electrophysiological validation of premotor interneurons monosynaptically connected to the aCC motoneuron in the Drosophila larval CNS,2020.0,bioRxiv,R. Baines,4,0.57,False,moderate,broker,1.0,2.0,3.0,3.0,0.8155030528271834,Albert Cardona / J. Vogelstein,0.9,7,False
453,work_97f80d18931aae82,"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets",2020.0,GigaScience,William R. Gray-Roncal,4,0.57,False,strong,broker,2.0,10.0,12.0,10.0,0.8457658614281922,Albert Cardona / J. Vogelstein,0.88,17,False
454,work_46bdc3971bd8649f,Electron Microscopy Sample Preparation Protocol Enabling Nano-to-mesoscopic Mapping of Cellular Connectomes and Their Habitats in Human Tissues and Organs.,2019.0,Bio-protocol,M. K. Knothe Tate,4,0.5,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.4252720998141757,D. Zeidler / Lucy Ngo,0.9,6,False
455,work_aaf9287e58c3106d,A Topological Nomenclature for 3D Shape Analysis in Connectomics,2019.0,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),H. Pfister,4,0.5,False,weak,only_in,1.0,0.0,1.0,1.0,0.8393947438279799,J. Lichtman / Hanspeter Pfister,0.94,10,False
456,work_00d72fd3c4223cd5,Distributed control circuits across a brain-and-cord connectome.,2026.0,Nature,W. Lee,3,3.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.5038492168834616,H. Sebastian Seung / G. Jefferis,0.97,100,True
457,work_954de58c49ad957a,A central somatotopic map of the fly leg supports spatially targeted grooming,2026.0,bioRxiv,John C. Tuthill,3,3.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.658879745155296,H. Sebastian Seung / G. Jefferis,0.88,6,False
458,work_a02235773a32ebeb,Whole-Brain Connectomic Graph Model Enables Whole-Body Locomotion Control in Fruit Fly,2026.0,arXiv.org,Yanan Sui,3,3.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.0655694186355189,Xiaoyin Chen / Yonggang Wang,0.94,4,False
459,work_e83e978ac3897c2f,NTAC: Neuronal type assignment from connectivity,2026.0,Nature Communications,Arie Matsliah,3,3.0,False,moderate,broker,1.0,6.0,7.0,7.0,0.7212636049907087,H. Sebastian Seung / G. Jefferis,0.95,4,False
460,work_14b6d5aa74ac49e7,Connectome of a human foveal retina,2025.0,bioRxiv,D. Dacey,3,1.5,False,strong,broker,1.0,9.0,10.0,8.0,0.6979028404565968,M. Helmstaedter / Winfried Denk,0.98,19,False
461,work_16ee371b07754d0f,Neuromorphic Simulation of Drosophila Melanogaster Brain Connectome on Loihi 2,2025.0,arXiv.org,J. Aimone,3,1.5,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.0591983010353066,Bradley H. Theilman / Fred Rothganger,0.92,6,False
462,work_43701c72bf8d7450,Cross-species comparative connectomics reveals the evolution of an olfactory circuit,2025.0,bioRxiv,L. Prieto-Godino,3,1.5,False,moderate,only_out,0.0,8.0,8.0,8.0,0.2967878948765596,H. Sebastian Seung / G. Jefferis,0.96,14,False
463,work_5e622c00658a3d32,A data-driven biology-based network model reproduces C. elegans premotor neural dynamics,2025.0,PLoS Comput. Biol.,Lai-Sang Young,3,1.5,False,moderate,only_out,0.0,7.0,7.0,5.0,0.4419962835147332,Megan Morrison / Lai-Sang Young,0.94,2,False
